"ID","Literature_ID","Nodes_ID","Edges_ID","Pertains_To","Pages"
"11618","266","11641",NULL,,"405"
"11620","266","9591",NULL,,"405"
"11622","162","4501",NULL,,"222"
"11624","162","4502",NULL,,"224"
"11626","162","4628",NULL,,"228"
"11628","1226","4709",NULL,"tolls","6:44, 45"
"11630","162","4632",NULL,,"230"
"11632","162","4654",NULL,,"235"
"11634","162","4786",NULL,,"238"
"11636","162","4821",NULL,,"240"
"11638","540","3133",NULL,"tolls","218"
"11640","540","3133",NULL,,"218"
"11642","540","2235",NULL,,"10"
"11644","540","2325",NULL,"tolls","139"
"11646","852","11642",NULL,"tolls","978 - 980"
"11648","540","4532",NULL,,"282f"
"11650","540","4988",NULL,,"331 -333"
"11652","540","7825",NULL,,"178; 188; 202; 259"
"11654","38","5734",NULL,,"475"
"11656","340","5734",NULL,,"370-371"
"11658","540","6969",NULL,,"427"
"11660","340","7354",NULL,,"437-438"
"11662","4","494",NULL,"tolls","561"
"11664","540","4083",NULL,,"259"
"11678","4","4975",NULL,"tolls","564"
"11680","4","4774",NULL,"tolls","564"
"11682","4","11447",NULL,,"209"
"11684","4","6718",NULL,,"209f"
"11686","540","5834",NULL,,"363"
"11688","4","5160",NULL,"tolls","222"
"11690","1240","2745",NULL,,"36"
"11692","340","6433",NULL,,"394-395"
"11694","814","6433",NULL,,
"11696","400","6433",NULL,,"1314-1321"
"11698","4","6433",NULL,"tolls","300-301"
"11700","322","2769",NULL,,"25, 78"
"11702","322","2769",NULL,"tolls","130"
"11704","1088","9567",NULL,,"70, 101-102"
"11706","540","2160",NULL,"fairs","134"
"11708","4","2160",NULL,"tolls","223"
"11710","540","5830",NULL,"fairs","363"
"11712","540","5830",NULL,,"362f"
"11714","4",NULL,"158","edge","223"
"11716","540","3835",NULL,,"364"
"11718","540","8121",NULL,,"476"
"11720","540","3487",NULL,,"231 - 233"
"11722","162","4899",NULL,,"244"
"11724","162","5113",NULL,,"251"
"11726","540","5311",NULL,,"300"
"11728","540","7520",NULL,,"297"
"11730","162","5190",NULL,,"263"
"11732","162","3279",NULL,,"265"
"11734","540","2462",NULL,,"152"
"11736","540","1847",NULL,,"114 - 116"
"11738","540","5988",NULL,,"367f"
"11740","540","5894",NULL,,"364f"
"11742","540","5676",NULL,,"353"
"11744","540","3127",NULL,,"217f"
"11748","540","7918",NULL,,"473f"
"11750","540","5724",NULL,"tolls","356"
"11752","4","11647",NULL,,"245"
"11754","540","295",NULL,"tolls","21"
"11756","540","295",NULL,,"20 - 22"
"11758","1244","3280",NULL,"fairs","36"
"11760","1244","3344",NULL,"fairs","37"
"11762","540","3460",NULL,,"231"
"11764","1244","8236",NULL,"fairs","37-39"
"11766","162","5365",NULL,,"268"
"11768","540","1164",NULL,,"67f"
"11770","540","1702",NULL,,"100"
"11772","162","5381",NULL,,"270"
"11774","1244","9705",NULL,,"49, 67-70"
"11776","1244","711",NULL,,"49, 67-70"
"11778","162","5534",NULL,,"271"
"11780","1244","975",NULL,"tolls","68"
"11782","162","5568",NULL,,"273"
"11784","1244","6364",NULL,"tolls","58-59"
"11786","1244","2351",NULL,"tolls","60-61"
"11788","540","3232",NULL,,"216"
"11790","1246","2351",NULL,"tolls",
"11792","720","8489",NULL,,"316"
"11794","720","8254",NULL,,"305"
"11796","1026","8611",NULL,"tolls","65"
"11798","720","3690",NULL,,"142"
"11800","720","5366",NULL,,"199"
"11802","720","3274",NULL,,"130"
"11804","720","1720",NULL,,"66"
"11806","720","1299",NULL,,"52"
"11808","720","3183",NULL,,"128"
"11810","720","6956",NULL,,"256"
"11812","720","3142",NULL,,"127"
"11814","720","5549",NULL,,"209"
"11816","720","2675",NULL,,"106"
"11818","720","8546",NULL,,"318"
"11820","720","4067",NULL,,"154"
"11822","1248","3344",NULL,"staple","36"
"11824","1250","3344",NULL,"staple","76"
"11826","720","2319",NULL,,"94"
"11828","540","6540",NULL,,"393"
"11830","1252","2911",NULL,"tolls","28"
"11832","1252","3344",NULL,"tolls","28, 74"
"11834","1250","3344",NULL,"tolls","78"
"11836","4","5026",NULL,"tolls","129"
"11838","1252","5026",NULL,"tolls","30"
"11840","162","5587",NULL,,"274"
"11842","1252","6011",NULL,"tolls","30"
"11844","1252","561",NULL,"tolls","30-31"
"11846","540","8159",NULL,,"479f"
"11848","162","5635",NULL,,"279"
"11850","1252","10496",NULL,"tolls","31"
"11852","162","5642",NULL,,"279"
"11854","1248","3344",NULL,"fairs","35"
"11856","540","5726",NULL,,"358f"
"11858","1250","3344",NULL,"fairs","78"
"11860","540","3212",NULL,,"220"
"11862","162","5801",NULL,,"281"
"11864","38","5801",NULL,,"479"
"11866","540","6459",NULL,,"390f"
"11868","162","5863",NULL,,"287"
"11870","540","1915",NULL,,"118"
"11872","162","5901",NULL,,"289"
"11874","540","1117",NULL,,"58f"
"11876","162","6113",NULL,,"293"
"11878","540","1435",NULL,,"83f"
"11882","1296","4462",NULL,," &#60;a href=&#34;https://hov.isgv.de/Lindenau_(3)&#34;&#62;Art. Lindenau (3)&#60;/a&#62;"
"11886","162","11184",NULL,,"294"
"11888","540","7491",NULL,,"455"
"11890","540","1837",NULL,"fairs","114"
"11892","162","6297",NULL,,"295"
"11894","38","6297",NULL,,"504"
"11896","540","7792",NULL,,"8"
"11898","540","3828",NULL,,"243f"
"11900","540","2935",NULL,,"206f"
"11902","162","6390",NULL,,"299"
"11904","162","6398",NULL,,"300"
"11910","340","4431",NULL,,"295-296"
"11912","162","6633",NULL,,"305"
"11914","162","6709",NULL,,"309"
"11916","162","6710",NULL,,"311"
"11918","162","8926",NULL,,"313"
"11920","720","6676",NULL,,"244"
"11922","720","6437",NULL,,"233"
"11924","720","9880",NULL,,"18"
"11926","720","7167",NULL,,"380"
"11928","720","382",NULL,,"25"
"11930","720","7677",NULL,,"283"
"11932","720","2692",NULL,,"106"
"11934","720","2613",NULL,,"101"
"11936","720","9881",NULL,,"94"
"11938","162","7015",NULL,,"319"
"11940","720","6329",NULL,,"228"
"11942","720","2599",NULL,,"100"
"11944","720","2605",NULL,,"101"
"11946","38","7015",NULL,,"569"
"11948","720","7429",NULL,,"275"
"11950","162","7020",NULL,,"323"
"11952","162","7084",NULL,,"325"
"11954","162","7115",NULL,,"326"
"11956","720","2087",NULL,,"83"
"11958","586","7651",NULL,,"39f"
"11960","720","3797",NULL,,"148"
"11962","540","2457",NULL,,"149 - 151"
"11966","162","7230",NULL,,"330"
"11968","162","7323",NULL,,"340"
"11970","162","7397",NULL,,"342"
"11972","162","7634",NULL,,"343"
"11974","162","7638",NULL,,"345"
"11976","162","7919",NULL,,"346"
"11978","162","8090",NULL,,"356"
"11980","162","8170",NULL,,"358"
"11982","162","8185",NULL,,"362"
"11984","720","57",NULL,,"264"
"11986","720","2143",NULL,,"86"
"11988","720","4056",NULL,,"153"
"11990","4","59",NULL,"tolls","332"
"11992","720","6630",NULL,,"242"
"11994","720","1139",NULL,,"45"
"11996","720","8366",NULL,,"312"
"11998","720","8477",NULL,,"316"
"12000","720","4335",NULL,,"161"
"12002","720","971",NULL,,"41"
"12004","720","8641",NULL,,"320"
"12006","720","4974",NULL,,"182"
"12008","720","2633",NULL,,"104"
"12010","720","4701",NULL,,"173"
"12012","720","2699",NULL,,"106"
"12014","720","3787",NULL,,"147"
"12016","720","3025",NULL,,"121"
"12018","720","3292",NULL,,"131"
"12020","720","4366",NULL,,"162"
"12022","4","4366",NULL,,"334"
"12024","782","1737",NULL,,"42 - 44."
"12026","782","11655",NULL,,"42"
"12028","720","1950",NULL,,"75"
"12030","720","1708",NULL,,"66"
"12032","720","6924",NULL,,"254"
"12034","720","3488",NULL,,"136"
"12036","720","6782",NULL,,"246"
"12038","720","4817",NULL,,"177"
"12040","720","324",NULL,,"21"
"12042","720","7826",NULL,,"290"
"12044","720","10969",NULL,,"264"
"12046","720","7857",NULL,,"290"
"12048","720","2082",NULL,,"83"
"12050","162","8192",NULL,,"365"
"12052","162","8208",NULL,,"368"
"12054","162","8326",NULL,,"373"
"12056","162","8329",NULL,,"374"
"12058","162","8333",NULL,,"376"
"12060","162","8342",NULL,,"379"
"12062","162","8367",NULL,,"383"
"12064","162","8375",NULL,,"384"
"12066","162","8404",NULL,,"388"
"12068","162","8487",NULL,,"391"
"12070","162","8512",NULL,,"393"
"12072","650","11654",NULL,,
"12074","1264","11654",NULL,,"43-69"
"12076","606","11654",NULL,,
"12078","720","3631",NULL,,"140"
"12080","720","7770",NULL,,"288"
"12082","720","400",NULL,,"26"
"12084","720","582",NULL,,"29"
"12086","920","792",NULL,,"277"
"12088","920","1035",NULL,,"278"
"12090","920","1153",NULL,,"279"
"12092","920","1509",NULL,,"283"
"12094","720","5546",NULL,,"208"
"12096","720","9363",NULL,,"385"
"12098","720","4510",NULL,,"359"
"12100","720","7305",NULL,,"381"
"12102","720","6172",NULL,,"372"
"12104","540","4779",NULL,"fairs","13"
"12108","720","2632",NULL,,"104"
"12110","720","2144",NULL,,"86"
"12112","720","4363",NULL,,"162"
"12114","720","1719",NULL,,"66"
"12116","540","2643",NULL,"tolls","339"
"12118","720","2643",NULL,,"105"
"12120","720","1877",NULL,,"72"
"12122","720","8141",NULL,,"301"
"12124","720","2691",NULL,,"106"
"12126","720","416",NULL,,"26"
"12128","1148","1921",NULL,"tolls","314-315, 334"
"12130","1156","1921",NULL,"tolls","146"
"12132","1158","1921",NULL,"tolls","133-136"
"12134","1268","1921",NULL,"tolls",
"12136","1268","1921",NULL,,
"12138","1160","1921",NULL,"tolls","nos. 7, 8"
"12140","1270","1921",NULL,,"105-107"
"12142","720","6994",NULL,,"257"
"12144","360","7215",NULL,,"601f."
"12146","360","2650",NULL,,"204"
"12148","720","7921",NULL,,"294"
"12150","360","88",NULL,,"8"
"12152","360","7006",NULL,,"568"
"12154","360","6325",NULL,,"500f."
"12156","720","78",NULL,,"12"
"12158","360","4755",NULL,,"375f."
"12160","720","2916",NULL,,"115"
"12162","360","8502",NULL,,"709"
"12164","360","7078",NULL,,"580"
"12166","1272","6343",NULL,,"52"
"12168","1274","11656",NULL,,"175-178"
"12170","618","2337",NULL,,"67-69"
"12172","618","9567",NULL,,"197-198"
"12174","618","10947",NULL,,"119-120"
"12176","618","10949",NULL,,"208"
"12178","618","10951",NULL,,"22-23"
"12180","618","10950",NULL,,"174"
"12182","618","940",NULL,,"39"
"12184","618","9007",NULL,,"154"
"12186","1276","7060",NULL,"tolls","60, 417"
"12188","1276","7060",NULL,"fairs","55, 419"
"12190","4","2392",NULL,"tolls","300"
"12192","720","5518",NULL,,"205"
"12194","720","2973",NULL,,"118"
"12196","4","577",NULL,"tolls","347"
"12198","720","1328",NULL,,"52"
"12200","720","2608",NULL,,"101"
"12202","720","1979",NULL,,"76"
"12204","720","1517",NULL,,"58"
"12206","720","10560",NULL,,"259"
"12208","4","7949",NULL,"tolls","351"
"12210","1278","7427",NULL,"tolls","91-92"
"12212","148","2978",NULL,,"128"
"12214","1280","1618",NULL,,"302-303"
"12216","148","1807",NULL,,"94"
"12218","1280",NULL,"160","edge","247"
"12220","1280","50",NULL,"tolls","343"
"12222","1280","43",NULL,"tolls","343"
"12224","1280","2185",NULL,"tolls","344"
"12226","1280","9333",NULL,"tolls","344"
"12228","1280","9333",NULL,,"338"
"12230","1280","9616",NULL,"tolls","344"
"12232","1280","3009",NULL,"tolls","344"
"12234","1280","7400",NULL,"tolls","345"
"12236","1280","1163",NULL,"tolls","345"
"12238","1280","3593",NULL,"tolls","345"
"12240","1282",NULL,"76","edge",
"12242","1280","4456",NULL,"tolls","346"
"12244","1280","1",NULL,"tolls","347"
"12246","1280","5734",NULL,"tolls","347"
"12248","1282",NULL,"66","edge",
"12250","912",NULL,"162","edge","397"
"12252","1280","44",NULL,"tolls","347"
"12254","1280","7531",NULL,"tolls","347"
"12256","1280","8978",NULL,,"340, 388"
"12258","1280","10916",NULL,,"340, 388"
"12260","1280","11660",NULL,,"342"
"12262","1284","2105",NULL,,"36-52"
"12264","1284","9288",NULL,,"57-62"
"12266","1284","9288",NULL,"tolls","62-64"
"12268","4","4377",NULL,"tolls","194"
"12270","624","4377",NULL,"tolls","36-37, 107, 168-169, 189"
"12272","1284","4377",NULL,"tolls","63"
"12274","1286","11026",NULL,,"95, 116, 127-128"
"12276","1286","1502",NULL,,"198-199, 233"
"12278","1288","3215",NULL,,"129n188, 158, 335-336"
"12280","1286","5286",NULL,,"166, 228"
"12282","1288","5286",NULL,,"285n12"
"12284","1286","11028",NULL,,"88n160, 229"
"12286","1286","11043",NULL,,"229"
"12288","1288","11027",NULL,,"254-256"
"12290","1280","8976",NULL,,"386"
"12292","1280","8975",NULL,,"386"
"12294","1280","43",NULL,,"387"
"12296","1280","11662",NULL,,"386"
"12298","1280","11663",NULL,,"388"
"12300","1280","9427",NULL,,"389"
"12302","474","562",NULL,,"27-28"
"12304","474","7307",NULL,,"177"
"12306","474","4911",NULL,,"131-132"
"12312","1290","11029",NULL,,"538"
"12314","1290","11043",NULL,,"529"
"12316","1290","11028",NULL,,"530-531"
"12318","1290","11044",NULL,,"527"
"12322","1292","1542",NULL,"tolls","36, 46-49"
"12324","1292","11664",NULL,"tolls","36"
"12326","1292","11665",NULL,,"43"
"12328","1292","2774",NULL,"tolls","36, 46"
"12330","1292","11666",NULL,"tolls","37"
"12334","1292","11667",NULL,"tolls","37"
"12336","1292","6282",NULL,"tolls","37"
"12338","1292","11669",NULL,,"40-43, 62-68"
"12340","942","7875",NULL,,"Ubbergen"
"12342","942","2450",NULL,,"Groesbeek"
"12344","942","5046",NULL,,"Mook"
"12346","942","4727",NULL,,"Malden"
"12348","942","3034",NULL,,"Heumen"
"12350","1294","3034",NULL,,"149"
"12352","942","5778",NULL,,"Overasselt"
"12354","942","5177",NULL,,"Nederasselt"
"12356","942","4372",NULL,,"Lent"
"12358","942","6376",NULL,,"Ressen"
"12360","942","1783",NULL,,"Elst (Overbetuwe, Gl)"
"12362","942","7197",NULL,,"Slijk-Ewijk"
"12364","942","1754",NULL,,"Elden"
"12366","942","9887",NULL,,"Huissen"
"12368","942","9481",NULL,,"Angeren"
"12370","942","3042",NULL,,"Hien"
"12372","942","1518",NULL,,"Dodewaard"
"12374","942","5566",NULL,,"Ochten"
"12376","942","3301",NULL,,"IJzendoorn"
"12378","322","8012",NULL,"tolls","85"
"12380","920","2051",NULL,,"286"
"12382","322","10466",NULL,"tolls","85"
"12384","920","2248",NULL,,"288"
"12386","216","7165",NULL,,"Plaatsnaam: Sittard (consulted 26 June 2019)"
"12388","942","7165",NULL,,"Sittard"
"12390","320","11672",NULL,,"71-74"
"12392","4",NULL,"164","edge","312"
"12394","322","9281",NULL,,"77-78"
"12396","340","9281",NULL,,"25-26"
"12398","544","11669",NULL,"tolls","254"
"12400","1292","11669",NULL,"tolls","41-42"
"12402","1296","226",NULL,,"&#60;a href=&#34;https://hov.isgv.de/Penig,_Alt-&#34;&#62;Penig, Alt- &#60;/a&#62;"
"12404","48","5553",NULL,,"302-303"
"12406","1298","11678",NULL,,"81-82"
"12408","48","6965",NULL,,"289-290"
"12410","48","4115",NULL,,"218-219"
"12412","156","3921",NULL,,"88-89"
"12414","340","3921",NULL,,"274-275"
"12416","340","2945",NULL,,"219-220"
"12418","320",NULL,"166","edge","71-74"
"12420","320",NULL,"168","edge","78-79"
"12422","158",NULL,"170","edge","14-19"
"12424","920","2362",NULL,,"290-291"
"12426","920","2423",NULL,,"292-293"
"12428","920","2705",NULL,,"294-295"
"12430","920","2743",NULL,,"296-297"
"12432","920","4017",NULL,,"298"
"12434","920","4079",NULL,,"299"
"12436","920","4181",NULL,,"300-301"
"12438","920","4621",NULL,,"303"
"12440","920","4723",NULL,,"304"
"12442","1300","4462",NULL,,"601"
"12444","920","4724",NULL,,"306"
"12446","920","5224",NULL,,"308-209"
"12448","920","5227",NULL,,"309-310"
"12450","1296","5858",NULL,," &#60;a href=&#34;https://hov.isgv.de/Paupitzsch&#34;&#62;Art. Paupitzsch&#60;/a&#62;"
"12452","1296","5858",NULL,," &#60;a href=&#34;https://hov.isgv.de/Neuhaus&#34;&#62;Art. Neuhaus&#60;/a&#62;"
"12454","1302","5858",NULL,,"158f.; "
"12456","920","5280",NULL,,"311"
"12458","1296","1884",NULL,," &#60;a href=&#34;https://hov.isgv.de/Eutritzsch&#34;&#62;Art.Eutritzsch&#60;/a&#62;"
"12460","1300","1884",NULL,,"256f."
"12462","1304","462",NULL,,"7"
"12464","920","5314",NULL,,"312"
"12466","920","5831",NULL,,"314-315"
"12468","920","5968",NULL,,"317-318"
"12470","920","6404",NULL,,"319-320"
"12472","920","6457",NULL,,"322"
"12474","1306","2571",NULL,,"41-42"
"12476","1306","6546",NULL,,"37-38"
"12478","1306","8312",NULL,,"49"
"12480","1306","2957",NULL,,"47"
"12482","956","108",NULL,,"132-133"
"12484","320",NULL,"170","edge",
"12486","158",NULL,"172","edge","7-13, 19-21"
"12488","1296","1245",NULL,," &#60;a href=&#34;https://hov.isgv.de/Connewitz_(1)&#34;&#62;Art. Connewitz (1)&#60;/a&#62;"
"12490","1300","1245",NULL,,"151"
"12492","1296","2118",NULL,," &#60;a href=&#34;https://hov.isgv.de/Gautzsch&#34;&#62;Art. Gautzsch&#60;/a&#62;"
"12494","1300","2118",NULL,,"293f"
"12496","1296","1785",NULL,," &#60;a href=&#34;https://hov.isgv.de/Elstertrebnitz&#34;&#62;Art. Elstertrebnitz&#60;/a&#62;"
"12498","1300","1785",NULL,,"518"
"12500","1296","343",NULL,," &#60;a href=&#34;https://hov.isgv.de/Audigast&#34;&#62;Art. Audigast&#60;/a&#62;"
"12502","1300","343",NULL,,"26"
"12504","1296","1555",NULL,," &#60;a href=&#34;https://hov.isgv.de/Draschwitz&#34;&#62;Art. Draschwitz&#60;/a&#62;"
"12506","1300","1555",NULL,,"210"
"12508","1296","4580",NULL,," &#60;a href=&#34;https://hov.isgv.de/Lößnig_(1)&#34;&#62;Art. Lößnig (1)&#60;/a&#62;"
"12510","1300","4580",NULL,,"619"
"12512","1296","1501",NULL,," &#60;a href=&#34;https://hov.isgv.de/Dölitz&#34;&#62;Art. Dölitz&#60;/a&#62;"
"12514","1300","1501",NULL,,"202"
"12516","1296","4776",NULL,," &#60;a href=&#34;https://hov.isgv.de/Markkleeberg&#34;&#62;Art. Kleeberg, Mark-&#60;/a&#62;"
"12518","1300","4776",NULL,,"490"
"12520","1296","1546",NULL,," &#60;a href=&#34;https://hov.isgv.de/Dösen&#34;&#62;Art. Dösen&#60;/a&#62;"
"12522","1300","1546",NULL,,"209"
"12524","1296","1259",NULL,," &#60;a href=&#34;https://hov.isgv.de/Cröbern&#34;&#62;Art. Cröbern&#60;/a&#62;"
"12526","1300","1259",NULL,,"160"
"12528","1296","4704",NULL,," &#60;a href=&#34;https://hov.isgv.de/Magdeborn&#34;&#62;Art. Magdeborn&#60;/a&#62;"
"12530","1300","4704",NULL,,"6"
"12532","1296","2645",NULL,," &#60;a href=&#34;https://hov.isgv.de/Gruna_(4)&#34;&#62;Art. Gruna (4)&#60;/a&#62;"
"12534","1300","2645",NULL,,"366"
"12536","1296","1860",NULL,," &#60;a href=&#34;https://hov.isgv.de/Espenhain&#34;&#62;Art. Espenhain&#60;/a&#62;"
"12538","1300","1860",NULL,,"252"
"12540","1296","1883",NULL,," &#60;a href=&#34;https://hov.isgv.de/Eula_(1)&#34;&#62;Art. Eula (1)&#60;/a&#62;"
"12542","1300","1883",NULL,,"254"
"12544","1296","738",NULL,," &#60;a href=&#34;https://hov.isgv.de/Blumroda&#34;&#62;Art. Blumroda&#60;/a&#62;"
"12546","216","1375",NULL,,"Plaatsnaam: Delfzijl (consulted at 08 July 2020)"
"12548","942","1375",NULL,,"Delfzijl"
"12550","216","2456",NULL,,"Plaatsnaam: Groningen (consulted at 08 July 2020)"
"12552","942","2456",NULL,,"Groningen"
"12554","216","8484",NULL,,"Plaatsnaam: Winschoten (consulted at 08 July 2020)"
"12556","942","8484",NULL,,"Winschoten"
"12558","942","330",NULL,,"Assen"
"12560","216","4880",NULL,,"Plaatsnaam: Meppel (consulted at 08 July 2020)"
"12562","942","4880",NULL,,"Meppel"
"12564","1308","2351",NULL,"tolls",
"12566","1310","2351",NULL,"tolls","nos. 2595-2622"
"12568","216","1240",NULL,,"Plaatsnaam: Coevorden (consulted 08 July 2020)"
"12570","942","1240",NULL,,"Coevorden"
"12572","1296","7698",NULL,," &#60;a href=&#34;https://hov.isgv.de/Thräna_(1)&#34;&#62;Art. Thräna&#60;/a&#62;"
"12574","1300","7698",NULL,,"504f"
"12576","1296","5063",NULL,," &#60;a href=&#34;https://hov.isgv.de/Mosel_(Mittel-,_Nieder-,_Ober-)&#34;&#62;Art. Mosel (Mittel-, Nieder-, Ober-)&#60;/a&#62;"
"12578","1300","5063",NULL,,"57"
"12580","1296","5548",NULL,," &#60;a href=&#34;https://hov.isgv.de/Oberrothenbach&#34;&#62;Art. Rothenbach, Ober-&#60;/a&#62;"
"12582","1300","5548",NULL,,"312f"
"12584","1296","9470",NULL,," &#60;a href=&#34;https://hov.isgv.de/Pflug&#34;&#62;Art. Pflug&#60;/a&#62;"
"12586","1300","9470",NULL,,"174"
"12588","1296","2240",NULL,," &#60;a href=&#34;https://hov.isgv.de/Gnandstein&#34;&#62;Art. Gnandstein&#60;/a&#62;"
"12590","1300","2240",NULL,,"318"
"12592","1296","1066",NULL,," &#60;a href=&#34;https://hov.isgv.de/Bubendorf_(1)&#34;&#62;Art. Bubendorf (1)&#60;/a&#62;"
"12594","1300","1066",NULL,,"121"
"12596","1296","5285",NULL,," &#60;a href=&#34;https://hov.isgv.de/Neukirchen_(1)&#34;&#62;Art. Neukirchen (1)&#60;/a&#62;"
"12598","1300","5285",NULL,,"103"
"12600","1296","2042",NULL,," &#60;a href=&#34;https://hov.isgv.de/Fuchshain&#34;&#62;Art. Fuchshain&#60;/a&#62;"
"12602","1300","2042",NULL,,"281f"
"12604","1296","5168",NULL,," &#60;a href=&#34;https://hov.isgv.de/Naunhof_(1)&#34;&#62;Art. Naunhof (1)&#60;/a&#62;"
"12606","1300","5168",NULL,,"82f"
"12608","1296","4987",NULL,," &#60;a href=&#34;https://hov.isgv.de/Mockau&#34;&#62;Art. Mockau&#60;/a&#62;"
"12610","1300","4987",NULL,,"46"
"12612","1296","5973",NULL,," &#60;a href=&#34;https://hov.isgv.de/Plaußig&#34;&#62;Art. Plaußig&#60;/a&#62;"
"12614","1300","5973",NULL,,"184"
"12616","1296","4438",NULL,," &#60;a href=&#34;https://hov.isgv.de/Liemehna&#34;&#62;Art. Liemehna&#60;/a&#62;"
"12618","1300","4438",NULL,,"598"
"12620","1296","2303",NULL,," &#60;a href=&#34;https://hov.isgv.de/Gordemitz&#34;&#62;Art. Gordemitz&#60;/a&#62;"
"12622","1300","2303",NULL,,"332"
"12624","1296","3419",NULL,," &#60;a href=&#34;https://hov.isgv.de/Jesewitz&#34;&#62;Art. Jesewitz&#60;/a&#62;"
"12626","1300","3419",NULL,,"455"
"12628","1296","11478",NULL,," &#60;a href=&#34;https://hov.isgv.de/Wellaune&#34;&#62;Art. Wellaune&#60;/a&#62;"
"12630","1300","11478",NULL,,"575"
"12632","1296","4465",NULL,," &#60;a href=&#34;https://hov.isgv.de/Lindenhayn&#34;&#62;Art. Lindenhayn&#60;/a&#62;"
"12634","1300","4465",NULL,,"601"
"12636","1296","2279",NULL,," &#60;a href=&#34;https://hov.isgv.de/Gollmenz&#34;&#62;Art. Gollmenz&#60;/a&#62;"
"12638","1300","2279",NULL,,"326"
"12640","1296","4050",NULL,," &#60;a href=&#34;https://hov.isgv.de/Krensitz&#34;&#62;Art. Krensitz&#60;/a&#62;"
"12642","1300","4050",NULL,,"535f"
"12644","1296","3117",NULL,," &#60;a href=&#34;https://hov.isgv.de/Hohenossig&#34;&#62;Art. Ossig, Hohen-&#60;/a&#62;"
"12646","1300","3117",NULL,,"142"
"12648","1296","7047",NULL,," &#60;a href=&#34;https://hov.isgv.de/Seehausen_(2)&#34;&#62;Art. Seehausen (2)&#60;/a&#62;"
"12650","1300","7047",NULL,,"401"
"12652","1296","4466",NULL,," &#60;a href=&#34;https://hov.isgv.de/Lindenthal&#34;&#62;Art. Lindenthal&#60;/a&#62;"
"12654","1300","4466",NULL,,"601"
"12656","1296","6584",NULL,," &#60;a href=&#34;https://hov.isgv.de/Rückmarsdorf&#34;&#62;Art. Rückmarsdorf&#60;/a&#62;"
"12658","1300","6584",NULL,,"320"
"12660","1296","8128",NULL,," &#60;a href=&#34;https://hov.isgv.de/Wahren&#34;&#62;Art. Wahren&#60;/a&#62;"
"12662","1300","8128",NULL,,"544"
"12664","1296","4989",NULL,," &#60;a href=&#34;https://hov.isgv.de/Möckern&#34;&#62;Art. Möckern&#60;/a&#62;"
"12666","1300","4989",NULL,,"46"
"12668","1296","10473",NULL,," &#60;a href=&#34;https://hov.isgv.de/Gohlis_(2)&#34;&#62;Art. Gohlis (2)&#60;/a&#62;"
"12670","1300","10473",NULL,,"321f"
"12672","1296","6925",NULL,," &#60;a href=&#34;https://hov.isgv.de/Schönau_(4)&#34;&#62;Art. Schönau (4)&#60;/a&#62;"
"12674","1300","6925",NULL,,"377"
"12676","720","10971",NULL,,"113"
"12678","720","2611",NULL,,"101"
"12680","720","6803",NULL,,"247"
"12682","720","8138",NULL,,"301"
"12684","80","10934",NULL,,"92"
"12686","80","7397",NULL,,"332"
"12688","216","1492",NULL,,"Plaatsnaam: Dokkum (consulted at 08 July 2020)"
"12690","942","1492",NULL,,"Dokkum"
"12692","904","10302",NULL,"tolls","31"
"12694","360","4358",NULL,,"337f."
"12696","360","6284",NULL,,"499"
"12698","1312","11679",NULL,,"9-12"
"12700","360","6748",NULL,,"272"
"12702","720","3502",NULL,,"136"
"12704","344","3461",NULL,,"161"
"12706","360","2877",NULL,,"211"
"12708","720","10344",NULL,,"112"
"12710","360","6699",NULL,,"540"
"12712","720","1861",NULL,,"72"
"12714","720","10078",NULL,,"238"
"12716","720","10541",NULL,,"107"
"12718","720","6521",NULL,,"238"
"12720","720","8105",NULL,,"300"
"12722","720","8824",NULL,,"326"
"12724","720","11150",NULL,,"35"
"12726","720","11139",NULL,,"41"
"12728","720","4866",NULL,,"178"
"12730","720","10611",NULL,,"313"
"12732","720","6908",NULL,,"253"
"12734","720","8169",NULL,,"303"
"12736","720","4745",NULL,,"173"
"12738","720","7713",NULL,,"285"
"12740","720","8519",NULL,,"317"
"12742","720","9980",NULL,,"118"
"12744","720","2417",NULL,,"98"
"12746","216","1983",NULL,,"Plaatsnaam: Franeker (consulted at 08 July 2020)"
"12748","942","1983",NULL,,"Franeker"
"12750","216","4314",NULL,,"Plaatsnaam: Leeuwarden (consulted at 08 July 2020)"
"12752","942","4314",NULL,,"Leeuwarden"
"12754","216","2816",NULL,,"Plaatsnaam: Harlingen (consulted at 08 July 2020)"
"12756","942","2816",NULL,,"Harlingen"
"12758","942","809",NULL,,"Bolsward"
"12760","216","7220",NULL,,"Plaatsnaam: Sneek (consulted at 08 July 2020)"
"12762","942","7220",NULL,,"Sneek"
"12764","624","5949",NULL,"tolls","30-33"
"12766","624","4853",NULL,"tolls","15-17, 33-34, 87"
"12768","624","4278",NULL,"tolls","37, 43-47, 116-121, 172-173"
"12770","624","5026",NULL,"tolls","46-47"
"12772","624","9287",NULL,"tolls","37-41, 108-112"
"12774","216","7203",NULL,,"Plaatsnaam: Sloten (consulted at 08 July 2020)"
"12776","216","7356",NULL,,"Plaatsnaam: Staveren (consulted at 08 July 2020)"
"12778","942","7356",NULL,,"Stavoren"
"12780","216","3064",NULL,,"Plaatsnaam: Hindeloopen (consulted at 08 July 2020)"
"12782","942","3064",NULL,,"Hindeloopen"
