"ID","Literature_ID","Nodes_ID","Edges_ID","Pertains_To","Pages"
"4614","610","1366",NULL,,
"4616","610","4454",NULL,,
"4618","610","2174",NULL,,
"4620","610","122",NULL,,
"4622","610","4245",NULL,,
"4624","610","8631",NULL,,
"4626","1088","5318",NULL,,"39, 48, 129-130"
"4630","620","4705",NULL,,
"4632","258","9576",NULL,,"321"
"4634","618","669",NULL,,"31-32"
"4636","618","7060",NULL,,"182"
"4638","618","2988",NULL,,"91"
"4640","618","3302",NULL,,"99"
"4642","616","4622",NULL,,"73-89, 85"
"4644","428","4622",NULL,"tolls","232"
"4646","622","4622",NULL,"fairs","42"
"4648","622","4622",NULL,"tolls","42-43"
"4650","622","562",NULL,"tolls","169-171"
"4652","4","562",NULL,"tolls","231"
"4654","60","4622",NULL,"fairs","227"
"4656","624","112",NULL,"tolls","34, 89, 149"
"4658","624","1160",NULL,"tolls","90, 149."
"4662","624","2040",NULL,"tolls","91, 149f."
"4664","624","4705",NULL,"tolls","35, 91-96, 150-158."
"4666","624","8513",NULL,"tolls","147f."
"4668","624","8513",NULL,"staple","147."
"4674","624","6934",NULL,"tolls","149."
"4676","624","6934",NULL,"staple","149f."
"4678","624","8600",NULL,"tolls","158f."
"4680","624","6480",NULL,"tolls","159-160"
"4682","624","3413",NULL,"tolls","160."
"4684","624","2160",NULL,"tolls","160."
"4686","624","9578",NULL,"tolls","160."
"4688","624","6718",NULL,"tolls","164"
"4690","624","7601",NULL,"tolls","96f., 162f."
"4692","624","295",NULL,"tolls","97f., 164."
"4694","624","8322",NULL,"tolls","164-166."
"4696","40","9589",NULL,,"171 n. 43"
"4698","36","9588",NULL,,"111-112"
"4700","36","9589",NULL,,"111-112"
"4702","50","9588",NULL,,"373-374"
"4704","38","9591",NULL,,"585"
"4706","186","9591",NULL,,
"4708","626","4705",NULL,"tolls","133."
"4710","60","9594",NULL,,"209"
"4712","440","9594",NULL,,"56"
"4714","626","5311",NULL,"tolls","136."
"4716","244","9594",NULL,"fairs","255"
"4718","60","9595",NULL,,"127"
"4720","440","9595",NULL,,"56"
"4722","244","9595",NULL,"fairs","255"
"4724","626","7601",NULL,"fairs","143f."
"4726","626","7601",NULL,"staple","143f."
"4728","626","7405",NULL,"fairs","143f."
"4730","626","7405",NULL,"staple","143f."
"4732","60","9596",NULL,,"385"
"4734","440","9596",NULL,,"56"
"4736","244","9596",NULL,,"255"
"4738","626","5579",NULL,"tolls","147."
"4740","626","2760",NULL,"tolls","147."
"4742","626","9597",NULL,"tolls","147."
"4744","626","8600",NULL,"tolls","147."
"4746","626","8181",NULL,"tolls","147."
"4748","626","1160",NULL,"tolls","147."
"4750","626","9598",NULL,,"153."
"4752","610","4623",NULL,,
"4754","610","5567",NULL,,
"4758","610","1423",NULL,,
"4760","610","7103",NULL,,
"4762","610","4757",NULL,,
"4764","610","3346",NULL,,
"4766","610","2482",NULL,,
"4768","610","8354",NULL,,
"4770","610","1404",NULL,,
"4772","610","6704",NULL,,
"4774","610","767",NULL,,
"4776","610","4213",NULL,,
"4778","610","8490",NULL,,
"4780","610","2491",NULL,,
"4782","618","4678",NULL,,"131"
"4784","618","5318",NULL,,"199"
"4786","618","2834",NULL,,"84-87"
"4788","38","2834",NULL,,"244"
"4790","610","5207",NULL,,
"4792","610","819",NULL,,
"4794","610","757",NULL,,
"4796","610","863",NULL,,
"4798","610","3915",NULL,,
"4800","610","6883",NULL,,
"4802","68","8831",NULL,,"189"
"4804","618","8757",NULL,,"217"
"4806","610","8550",NULL,,
"4808","618","1234",NULL,,"44"
"4810","610","3147",NULL,,
"4812","618","5107",NULL,,"140"
"4814","628","3159",NULL,"tolls","22, 37, 67"
"4816","610","7227",NULL,,
"4820","610","7928",NULL,,
"4822","610","8304",NULL,,
"4824","610","334",NULL,,
"4826","618","7354",NULL,,"184-185"
"4828","610","2392",NULL,,
"4830","630","7322",NULL,,"548-549"
"4832","630","8899",NULL,,"389-395"
"4834","632","5704",NULL,,"92-93"
"4836","630","1082",NULL,,"103-109"
"4838","634","2860",NULL,,"223"
"4840","632","7978",NULL,,"246-247"
"4842","318","3774",NULL,,"236"
"4844","632","8157",NULL,,"267-268"
"4846","630","7382",NULL,,"558"
"4848","634","922",NULL,,"86-87"
"4850","630","4644",NULL,,"341-342"
"4852","630","288",NULL,,"45f."
"4854","630","5717",NULL,,"403-404"
"4856","630","8884",NULL,,"453"
"4858","634","123",NULL,,"5-6"
"4860","630","8885",NULL,,"189f."
"4862","632","8606",NULL,,"311-312"
"4864","636","9334",NULL,"tolls","Info just before inv.no 698"
"4866","634","598",NULL,,"59-60"
"4868","634","375",NULL,,"p. 38f."
"4870","632","6188",NULL,,"p. 138f."
"4872","634","259",NULL,,"16-17"
"4874","634","987",NULL,,"91-92"
"4876","632","7688",NULL,,"231-232"
"4878","38","1793",NULL,,"155"
"4880","606","9607",NULL,,
"4882","638","9607",NULL,,
"4884","638","9608",NULL,,
"4886","606","9608",NULL,,
"4888","638","9609",NULL,,
"4890","606","9609",NULL,,
"4892","638","9610",NULL,,
"4894","606","9610",NULL,,
"4896","638","72",NULL,,
"4898","606","72",NULL,,
"4900","640","4705",NULL,"fairs","29."
"4902","60","9613",NULL,,"354"
"4904","38","9613",NULL,,"635"
"4906","60","9616",NULL,,"180"
"4908","642","1826",NULL,,"98."
"4910","644","7071",NULL,"tolls","27."
"4914","644","2758",NULL,,
"4916","632","7898",NULL,,"239"
"4918","632","4897",NULL,,"48-49"
"4920","632","6992",NULL,,"189-191"
"4922","634","2049",NULL,,"166-167"
"4924","632","5251",NULL,,"66-67"
"4926","632","5158",NULL,,"p. 110"
"4928","632","9188",NULL,,"228"
"4930","646","4705",NULL,,
"4932","634","2941",NULL,,"231-232"
"4934","634","2836",NULL,,"219"
"4936","632","5141",NULL,,"59-60"
"4938","638","8010",NULL,,
"4940","606","8010",NULL,,
"4942","648","8010",NULL,,
"4948","156","4700",NULL,,"100"
"4950","422","9653",NULL,"tolls","196"
"4952","126","9653",NULL,"tolls",
"4954","424","9654",NULL,"tolls","52"
"4956","422","9654",NULL,"tolls","195"
"4958","126","9654",NULL,"tolls",
"4960","4","563",NULL,,"261-262"
"4962","30","9660",NULL,,"82"
"4964","176","9660",NULL,,"121"
"4966","30","9661",NULL,,"84"
"4968","176","9661",NULL,,"124"
"4970","606","9665",NULL,,
"4972","638","9666",NULL,,
"4974","606","9666",NULL,,
"4976","650","9666",NULL,,
"4978","652","186",NULL,,"264f."
"4980","656","8197",NULL,,"I, 101."
"4982","656","2559",NULL,,"I, 99."
"4984","656","6794",NULL,,"I, 102."
"4986","652","350",NULL,,"272"
"4988","630","9397",NULL,,"587"
"4990","630","9398",NULL,,"573"
"4992","630","3739",NULL,,"286"
"4994","630","9677",NULL,,"185"
"4996","38","9677",NULL,,"428"
"4998","606","9683",NULL,,
"5000","658","9683",NULL,,
"5002","658","7981",NULL,,
"5004","606","7981",NULL,,
"5006","660","9684",NULL,"tolls","300."
"5008","660","4705",NULL,,"302."
"5010","662","7981",NULL,,
"5012","664","8185",NULL,,"92-99, 117"
"5014","666","8185",NULL,,"206-217, 253"
"5016","664","8185",NULL,"fairs","113-114"
"5018","666","8185",NULL,"fairs","260-261"
"5020","668","9595",NULL,"fairs","59"
"5022","668","9596",NULL,"fairs","144-145"
"5024","244","9596",NULL,"fairs","255"
"5026","670","9594",NULL,"fairs","96-97"
"5028","658","8902",NULL,,
"5030","606","8902",NULL,,
"5032","672","2735",NULL,,
"5034","658","2735",NULL,,
"5036","606","2735",NULL,,
"5038","652","577",NULL,,"275"
"5040","652","713",NULL,,"277f."
"5042","652","1150",NULL,,"279"
"5044","652","1166",NULL,,"281f"
"5046","652","1257",NULL,,"283"
"5048","652","1529",NULL,,"284"
"5052","674","9702",NULL,"tolls","102."
"5054","674","8197",NULL,"tolls","101f."
"5056","652","1658",NULL,,"285"
"5058","652","1737",NULL,,"286"
"5060","652","1740",NULL,,"290f."
"5062","652","2135",NULL,,"295"
"5064","652","2164",NULL,,"296f."
"5066","652","2341",NULL,,"300"
"5068","652","2347",NULL,,"301"
"5070","652","2375",NULL,,"304"
"5072","196","9711",NULL,,"44"
"5074","652","2417",NULL,,"307f."
"5076","652","3048",NULL,,"311"
"5078","540","9714",NULL,,"65-67."
"5080","676","8137",NULL,,"119."
"5082","540","5397",NULL,,"350f."
"5084","676","86",NULL,,"119f."
"5086","676","586",NULL,,
"5088","658","274",NULL,,
"5090","606","274",NULL,,
"5092","632","4202",NULL,,"p. 5f."
"5096","634","1809",NULL,,"149-150"
"5098","634","523",NULL,,"p. 51f."
"5102","634","2502",NULL,,"p. 209"
"5106","632","8643",NULL,,"316"
"5110","634","1088",NULL,,"99-100"
"5114","634","1866",NULL,,"155-156"
"5116","632","8525",NULL,,"307-308"
"5120","632","6205",NULL,,"143-144"
"5124","634","3202",NULL,,"254-255"
"5128","634","1304",NULL,,"108-109"
"5130","632","5729",NULL,,"123-124"
"5134","634","1580",NULL,,"131-132"
"5136","634","3146",NULL,,"258-259"
"5140","632","5595",NULL,,"p. 82f."
"5144","38","3305",NULL,,"285"
"5146","652","3305",NULL,,"315f."
"5148","38","3411",NULL,,"294"
"5150","652","3411",NULL,,"316"
"5152","38","3474",NULL,,"299"
"5154","652","3474",NULL,,"320"
"5156","652","4234",NULL,,"326"
"5158","652","4526",NULL,,"330f."
"5160","652","4850",NULL,,"334"
"5162","38","4850",NULL,,"396"
"5164","652","5531",NULL,,"342"
"5166","652","5683",NULL,,"345"
"5168","652","5970",NULL,,"347"
"5170","652","6505",NULL,,"350f."
"5172","652","6599",NULL,,"353f."
"5174","652","6658",NULL,,"355f."
"5176","652","6661",NULL,,"356f."
"5178","634","3286",NULL,,"286-287"
"5182","634","2215",NULL,,"188-189"
"5186","634","2214",NULL,,"185-186"
"5188","652","6711",NULL,,"359f."
"5190","652","6803",NULL,,"360f."
"5192","652","6878",NULL,,"361f."
"5194","652","6890",NULL,,"363f."
"5196","540","9729",NULL,,"149-151."
"5198","652","7261",NULL,,"365f."
"5200","540","2736",NULL,,"166-168."
"5202","652","7682",NULL,,"378f."
"5204","652","7949",NULL,,"383f."
"5206","652","8226",NULL,,"386"
"5208","652","148",NULL,,"411f."
"5210","540","3934",NULL,,"250."
"5212","634","703",NULL,,"67-68"
"5216","634","2177",NULL,,"182-183"
"5220","540","2184",NULL,,"177-191"
"5222","540","2765",NULL,,"177-191."
"5224","632","8309",NULL,,"285"
"5228","634","1554",NULL,,"126"
"5230","632","4860",NULL,,"39-40"
"5234","632","6413",NULL,,"152-153"
"5236","634","2793",NULL,,"p. 212f."
"5240","634","3056",NULL,,"244-245"
"5242","634","1455",NULL,,"p. 118f."
"5244","632","6555",NULL,,"160-161"
"5246","632","6991",NULL,,"191-193"
"5250","632","8292",NULL,,"284-285"
"5254","634","3273",NULL,,"282-283"
"5256","652","261",NULL,,"413f."
"5258","652","285",NULL,,"414f."
"5260","652","295",NULL,,"416"
"5262","678","188",NULL,,"16-17"
"5264","678","1177",NULL,,"11-14"
"5266","652","322",NULL,,"419-422"
"5268","652","9404",NULL,,"424f."
"5270","652","519",NULL,,"426f."
"5272","678","8360",NULL,,"98-100"
"5274","652","536",NULL,,"428f."
"5276","652","698",NULL,,"433f."
"5278","652","705",NULL,,"434f."
"5280","678","756",NULL,,"28-29"
"5282","678","2485",NULL,,"37"
"5284","678","1006",NULL,,"32-33"
"5286","678","4258",NULL,,"64-65"
"5288","678","5404",NULL,,"71"
"5290","678","194",NULL,,"17-18"
"5292","678","889",NULL,,"31"
"5294","678","2104",NULL,,"43-44"
"5296","540","9792",NULL,,"221f."
"5298","678","2725",NULL,,"45-46"
"5300","678","1853",NULL,,"40-41"
"5302","678","1315",NULL,,"34-35"
"5304","678","6291",NULL,,"82"
"5306","678","8604",NULL,,"106-107"
"5308","678","8485",NULL,,"104-105"
"5310","678","7391",NULL,,"89-90"
"5312","678","8155",NULL,,"94"
"5314","678","9420",NULL,,"24-25"
"5316","678","563",NULL,,"26-27"
"5318","678","5078",NULL,,"68-69"
"5320","652","961",NULL,,"439"
"5322","652","1081",NULL,,"440-442"
"5324","652","1127",NULL,,"442-447."
"5326","652","1250",NULL,,"451f."
"5328","652","1334",NULL,,"452-453"
"5330","652","1377",NULL,,"453f."
"5332","652","1397",NULL,,"455f."
"5334","652","1401",NULL,,"457-459."
"5336","652","1445",NULL,,"459f."
"5338","38","1445",NULL,,"126f."
"5340","652","1511",NULL,,"461"
"5342","652","1599",NULL,,"463f."
"5344","652","1672",NULL,,"464-466."
"5346","652","1686",NULL,,"466f."
"5348","652","1721",NULL,,"468-471."
"5350","652","1741",NULL,,"472-475."
"5352","652","1770",NULL,,"475f."
"5354","652","1786",NULL,,"477f."
"5356","652","1837",NULL,,"485-487."
"5358","652","2014",NULL,,"487f."
"5360","652","2094",NULL,,"488-491."
"5362","540","8792",NULL,,"530."
"5364","4","9839",NULL,,"327f."
"5366","658","9840",NULL,,
"5368","606","9840",NULL,,
"5370","680","9840",NULL,,
"5372","606","1962",NULL,,
"5374","606","9842",NULL,,
"5376","658","7750",NULL,,
"5378","606","7750",NULL,,
"5380","678","2981",NULL,,"p. 51-52"
"5388","682","5453",NULL,,"165"
"5390","682","5715",NULL,,"p. 172"
"5392","38","5715",NULL,,"p. 93"
"5394","682","4761",NULL,,"p. 146"
"5396","682","8498",NULL,,"p. 245"
"5398","682","3068",NULL,,"p. 102"
"5400","682","1790",NULL,,"p. 64"
"5402","682","869",NULL,,"p. 39"
"5404","682","2507",NULL,,"p. 116"
"5406","682","5905",NULL,,"p. 178"
"5408","682","5631",NULL,,"169"
"5410","682","1460",NULL,,"p. 56"
"5412","682","6520",NULL,,"p. 188-189"
"5414","682","7656",NULL,,"p. 217"
"5416","682","5185",NULL,,"p. 158"
"5418","682","7975",NULL,,"p. 228"
"5420","682","3410",NULL,,"p. 116"
"5422","682","7680",NULL,,"p. 130"
"5424","684","2184",NULL,,
"5426","684","2184",NULL,"tolls","368."
"5428","686","2765",NULL,,
"5430","684","2765",NULL,"tolls","101."
"5432","686","2765",NULL,"fairs","103."
"5434","686","9845",NULL,,"105."
"5436","688","9846",NULL,"tolls","136."
"5438","682","9770",NULL,,"p. 64"
"5440","682","9207",NULL,,"p. 240"
"5442","682","9790",NULL,,"192"
"5444","682","9773",NULL,,"p. 238"
"5446","682","9772",NULL,,"p. 187"
"5448","682","9771",NULL,,"p. 225"
"5450","682","4309",NULL,,"140"
"5452","682","4541",NULL,,"142"
"5454","682","5467",NULL,,"166"
"5456","682","7419",NULL,,"210"
"5458","682","1403",NULL,,"55"
"5460","682","4310",NULL,,"140"
"5462","682","782",NULL,,"p. 38"
"5464","682","8240",NULL,,"p. 234"
"5466","540","8245",NULL,,"485f."
"5468","682","1116",NULL,,"p. 44"
"5470","682","7337",NULL,,"p. 209"
"5472","682","8670",NULL,,"p. 249"
"5474","682","1621",NULL,,"p. 129"
"5476","682","9595",NULL,,"p. 66"
"5478","682","9777",NULL,,"p. 42"
"5480","682","9778",NULL,,"188"
"5482","682","351",NULL,,"26"
"5484","682","9596",NULL,,"p. 245-246"
"5486","682","9594",NULL,,"117"
"5488","682","9780",NULL,,"74"
"5490","682","9781",NULL,,"147"
"5492","682","9784",NULL,,"p. 160-161"
"5494","682","9785",NULL,,"p. 37"
"5498","652","2124",NULL,,"491f."
"5500","652","2129",NULL,,"493f."
"5502","74","7230",NULL,,"p. 411"
"5504","652","2325",NULL,,"501f."
"5506","652","2374",NULL,,"504f."
"5508","38","7230",NULL,,"p. 581"
"5510","652","2457",NULL,,"507f."
"5512","74","2865",NULL,,"p. 209"
"5514","690","9864",NULL,,"11f."
"5516","540","6195",NULL,,"374-380."
"5518","690","9866",NULL,,"21f."
"5520","74","5597",NULL,,"p. 346"
"5522","74","3669",NULL,,"460"
"5524","74","3665",NULL,,"p. 120"
"5526","74","4494",NULL,,"p. 297"
"5528","586","2611",NULL,,"177"
"5530","74","3238",NULL,,"p. 252"
"5532","74","3012",NULL,,"p. 225"
"5534","74","8350",NULL,,"p. 464"
"5536","74","5741",NULL,,"p. 354"
"5538","74","2943",NULL,,"p. 215"
"5540","74","4502",NULL,,"p. 299"
"5542","74","8065",NULL,,"447"
"5544","74","6901",NULL,,"p. 397"
"5546","692","5092",NULL,,
"5548","694","2417",NULL,"tolls","113."
"5550","694","2601",NULL,"tolls","113."
"5552","696","5092",NULL,"fairs","39."
"5554","74","6804",NULL,,"p. 391"
"5556","698","9349",NULL,"tolls","126."
"5558","698","5092",NULL,"fairs","126."
"5560","74","5743",NULL,,"p. 355"
"5562","74","8369",NULL,,"p. 355"
"5564","74","8329",NULL,,"p. 463"
"5566","74","3045",NULL,,"p. 232"
"5568","74","4851",NULL,,"p. 311"
"5570","74","3139",NULL,,"p. 241"
"5572","74","3063",NULL,,"p. 236"
"5574","74","8495",NULL,,"p. 480"
"5576","74","5102",NULL,,"p. 331"
"5578","74","5516",NULL,,"p. 55"
"5580","74","8064",NULL,,"p. 448f."
"5582","74","5351",NULL,,"p. 54f."
"5584","74","8208",NULL,,"454"
"5586","74","8142",NULL,,"p. 451"
"5588","74","7892",NULL,,"p. 435"
"5590","492","9886",NULL,"tolls","63"
"5592","700","5460",NULL,,"319 - 385."
"5594","4","8262",NULL,,"642"
"5596","4","3382",NULL,,"641"
"5598","4","4006",NULL,,"641"
"5600","702","9623",NULL,"tolls","50."
"5602","702","6676",NULL,"tolls","50."
"5604","652","2694",NULL,,"512-514."
"5606","652","2736",NULL,,"516f."
"5608","652","2758",NULL,,"517-528."
"5610","38","2760",NULL,,"238"
"5612","652","2760",NULL,,"528f."
"5614","652","2765",NULL,,"529f."
"5616","652","59",NULL,,"539f."
"5618","38","59",NULL,,"251"
"5620","652","3008",NULL,,"544f."
"5622","652","3029",NULL,,"546"
"5624","652","9792",NULL,,"552"
"5626","652","3413",NULL,,"553-556."
"5628","652","3422",NULL,,"556f."
"5630","652","3612",NULL,,"558f."
"5632","652","3616",NULL,,"559-562."
"5634","74","7559",NULL,,"p. 430"
"5636","652","3657",NULL,,"562"
"5638","652","3829",NULL,,"564f."
"5640","74","3497",NULL,,"272-273"
"5642","38","6633",NULL,,"p. 530"
"5644","74","6633",NULL,,"p. 383f."
"5646","704","3304",NULL,"tolls","17."
"5648","74","2956",NULL,,"p. 216"
"5650","642","9978",NULL,,
"5652","704","9978",NULL,"tolls","18."
"5654","704","9622",NULL,"tolls","18."
"5656","38","4353",NULL,,"357"
"5658","704","9979",NULL,"tolls","19."
"5660","166","4353",NULL,,"316-317"
"5662","38","6710",NULL,,"539"
"5664","166","6710",NULL,,"417-418"
"5666","166","916",NULL,,"90"
"5668","704","9980",NULL,"tolls",
"5670","166","4203",NULL,,"p. 307"
"5672","652","3934",NULL,,"567f."
"5674","652","3973",NULL,,"568f."
"5676","38","3990",NULL,,"328"
"5678","652","3990",NULL,,"569f."
"5680","652","4222",NULL,,"573f."
"5682","652","4249",NULL,,"575f."
"5684","652","4277",NULL,,"578-581."
"5686","652","4333",NULL,,"581f."
"5688","650","1962",NULL,,
"5690","606","6880",NULL,,
"5694","706","8792",NULL,,
"5696","708","9864",NULL,"tolls","83f."
"5698","708","9792",NULL,"tolls","88."
"5700","582","4891",NULL,,"151, 187."
"5702","540","4891",NULL,,"322 - 327."
"5704","166","1406",NULL,,"p. 119f."
"5706","4","8002",NULL,,"368"
"5708","710","558",NULL,,"13."
"5710","710","1031",NULL,,"20."
"5712","710","6419",NULL,,"53."
"5716","540","6563",NULL,,"397"
"5718","710","6731",NULL,,"60."
"5720","710","7167",NULL,,"91."
"5722","540","7441",NULL,,"453 - 455."
"5724","710","8159",NULL,,"105 - 107."
"5726","166","2912",NULL,,"p. 212"
"5728","710","541",NULL,,"12f."
"5730","652","4532",NULL,,"587f."
"5732","652","4525",NULL,,"588f."
"5734","652","4683",NULL,,"590f."
"5736","166","6868",NULL,,"425-426"
"5738","38","6868",NULL,,"551-552"
"5740","166","3208",NULL,,"p. 249f."
"5742","166","4845",NULL,,"p. 351f."
"5744","166","728",NULL,,"p. 82"
"5746","682","9856",NULL,,"p. 26"
"5748","712","302",NULL,,
"5750","652","4988",NULL,,"609f."
"5752","38","5092",NULL,,"414"
"5754","38","5165",NULL,,"426"
"5756","38","5397",NULL,,"448f."
"5758","38","5460",NULL,,"452"
"5760","652","5579",NULL,,"628f."
"5762","652","5688",NULL,,"630f."
"5764","652","5724",NULL,,"635f."
"5766","652","6108",NULL,,"642f."
"5768","652","6200",NULL,,"646f."
"5770","652","6218",NULL,,"649"
"5774","714","8014",NULL,,"42, 168"
"5776","714","1782",NULL,,"42, 172-173"
"5778","714","5489",NULL,,"43, 176-179, 196"
"5780","714","10030",NULL,,"158, 218-219"
"5782","716","10030",NULL,,"57"
"5784","650","10035",NULL,,
"5786","606","10035",NULL,,
"5788","718","10035",NULL,,
"5790","586","10036",NULL,,"29 - 31."
"5792","720","10036",NULL,,"23."
"5794","720","10039",NULL,,"20."
"5796","582","10040",NULL,,"183."
"5798","540","10040",NULL,,"321f."
"5800","540","5165",NULL,,"341 - 345."
"5802","722","5165",NULL,"fairs",
"5804","652","6541",NULL,,"653-655"
"5806","682","9855",NULL,,"27"
"5808","38","6712",NULL,,"539"
"5810","652","6712",NULL,,"656-658."
"5812","38","9854",NULL,,"261"
"5814","682","9854",NULL,,"100"
"5816","652","6718",NULL,,"659f."
"5818","682","9859",NULL,,"69-70"
"5820","652","6723",NULL,,"661f."
"5822","540","2014",NULL,,"125 - 127."
"5824","38","6731",NULL,,"540"
"5826","652","6799",NULL,,"664f."
"5828","38","9788",NULL,,"p. 676"
"5830","652","6860",NULL,,"667f."
"5832","652","6881",NULL,,"669f."
"5834","652","6885",NULL,,"672"
"5836","724","1150",NULL,,"282."
"5838","724","10069",NULL,,"283."
"5840","652","6934",NULL,,"674f."
"5842","652","2556",NULL,,"677"
"5844","38","7049",NULL,,"572"
"5846","652","7049",NULL,,"685f."
"5848","652","7051",NULL,,"687"
"5850","724","3973",NULL,,"290."
"5852","38","7352",NULL,,"596"
"5854","540","8272",NULL,,"487 - 490."
"5856","540","8752",NULL,,"519 - 523."
"5858","540","10075",NULL,,"521."
"5860","726","10075",NULL,,"58."
"5862","38","7405",NULL,,"600"
"5864","652","7405",NULL,,"692-696"
"5866","652","7529",NULL,,"698f."
"5868","728","4544",NULL,,"p. 617"
"5870","730","2813",NULL,,"p. 406"
"5872","652","7601",NULL,,"701"
"5874","652","7651",NULL,,"702f."
"5876","652","7760",NULL,,"709-713"
"5878","730","1115",NULL,,"p. 140"
"5880","728","7842",NULL,,"p. 1003"
"5882","728","8188",NULL,,"p. 1074"
"5884","728","4516",NULL,,"615"
"5886","728","6727",NULL,,"868"
"5888","732","1782",NULL,,"17, 24, 100"
"5890","732","8014",NULL,,"17, 108"
"5892","732","5489",NULL,,"15-18, 24, 72"
"5894","734","1753",NULL,,"122-123"
"5896","652","7877",NULL,,"715f."
"5898","652","8181",NULL,,"718-720."
"5900","38","8272",NULL,,"667"
